Day,RFD,BPD,TRD_hi,TRD_lo,WRD
1010,0.01,30.28,72.1,54.3,3
1011,0.01,30.11,80.4,48.9,2
1012,0,29.86,89.6,59.9,3
1013,0,29.79,85.6,64.5,3
1014,0,29.69,77.6,64.6,5
1015,0,29.64,76.4,62.8,5
1016,0,29.82,79.3,63.6,4
1017,0,30.13,69.9,53.5,2
1018,0,30.24,68.4,50.5,3
1019,0,30.28,66.7,45.6,1
1020,0,30.13,74.5,44.4,1
1021,0,29.94,81.4,53.8,4
1022,0,29.96,86.1,53.6,1
1023,0,29.89,94.2,59.9,1
1024,0,29.87,90.9,61.2,1
1025,0,29.88,85,63.7,2
1026,0.01,29.9,78.7,70.2,4
1027,1.17,29.91,73.3,70.1,4
1028,1.35,29.95,79.5,67.8,4
1029,1.66,29.91,81.6,67.7,3
1030,0,30.01,88.1,63.4,4
1031,2.62,30.03,63.5,56.4,2
1032,0.15,30.14,56.4,39.2,4
1033,0.51,30.38,50.3,35.7,4
1034,0,30.43,60.6,33.9,2
1035,0,30.46,56.2,32.5,2
1036,0,30.33,64,35.4,3
1037,0,30.2,72.3,44.2,4
1038,0,30.15,74.2,54,3
1039,0,30.06,81,59.3,4
1040,0,29.9,82.5,63.1,5
1041,0,29.83,84.8,62.8,5
1042,0,29.81,85.7,67.6,4
1043,0.26,30,72.1,51.7,4
1044,0,30.19,61.1,50.6,3
1045,0,30.25,65.7,51.2,3
1046,0,30.31,64.9,49.5,1
1047,0,30.35,65.3,48.6,1
1048,0,30.24,70.1,50.9,1
1049,0,30.18,72.3,47.3,1
1050,0,30.05,61.4,51.2,3
1051,0,29.97,60.6,56.7,2
1052,0,30.07,70.4,52.3,1
1053,0.21,29.84,65,54.1,4
1054,0,29.75,75.3,53.6,5
1055,0,30.21,57.7,44,5
1056,0,30.24,60.5,38.4,1
1057,0,30.08,63.7,40.9,3
1058,0,30.19,63.2,40,1
1059,0.15,30.13,61.8,40.7,3
1060,0.01,30.24,50.9,33.7,4
1061,0,30.4,53.9,29.9,1
1062,0,30.37,62,36,2
1063,0,30.15,64.4,42.7,3
1064,0.2,29.79,62.3,53.3,3
1065,0,29.91,58.3,42.9,3
1066,0,29.96,65.2,39.9,2
1067,0,29.95,71.8,39.5,3
1068,0,30.16,62.2,42.6,2
1069,0,30.29,68.7,40.3,1
1070,0,30.35,63.6,42.3,3
1071,0,30.02,69.2,47.7,6
1072,0,29.75,77.3,61.4,6
1073,0,30.03,65.2,44.5,5
1074,0,30.32,52.7,34.5,3
1075,0,30.21,63.7,33.3,2
1076,0,30.36,63.4,38.4,2
1077,0,30.47,61.5,43.5,5
1078,0,30.41,62.5,43.1,5
1079,0.68,30.21,57.6,45.4,4
1080,0,30.2,57.7,39.8,2
1081,0,30.09,68,36.3,1
1082,0,30.25,62.3,40.4,3
1083,0,30.25,58.1,35.4,4
1084,0,30.22,65.9,45.5,5
1085,0.98,30.24,60,55.3,4
1086,0.2,30.16,67.5,55.3,3
1087,0.28,30.04,63.1,59.3,4
1088,1.46,29.82,65.2,46,5
1089,0,30.07,49.9,34.8,4
1090,0,30.02,55.5,31,3
1091,0,30.07,49.9,36.8,4
1092,0,30.19,47.2,34.6,3
1093,0,30.21,54.4,32.1,4
1094,0,30.15,63,34.4,3
1095,0,30.1,62.5,37.5,2
